Latitude,Longitude,Type,Second Type,Root Type
41.886673,-87.649025,Nightclub,Nightclub,Nightlife Spot
41.965377,-87.660654,New American Restaurant,American Restaurant,Food
41.974057,-87.655110,Breakfast Spot,Breakfast Spot,Food
41.883972,-87.662932,Bar,Bar,Nightlife Spot
41.968944,-87.659440,Coffee Shop,Coffee Shop,Food
41.910582,-87.672347,Tattoo Parlor,Tattoo Parlor,Shop & Service
41.910269,-87.673863,Latin American Restaurant,Latin American Restaurant,Food
41.943700,-87.649406,Boutique,Clothing Store,Shop & Service
41.869314,-87.671162,Hospital,Medical Center,Professional & Other Places
41.937108,-87.679814,Basketball Court,Athletics & Sports,Outdoors & Recreation
41.891192,-87.662230,Restaurant,Restaurant,Food
41.917822,-87.653294,Hookah Bar,Bar,Nightlife Spot
41.925035,-87.666585,Indie Movie Theater,Movie Theater,Arts & Entertainment
41.884328,-87.654917,Pizza Place,Pizza Place,Food
41.961749,-87.673527,Art Gallery,Art Gallery,Arts & Entertainment
41.897026,-87.665017,Bar,Bar,Nightlife Spot
41.896975,-87.643433,Lounge,Lounge,Nightlife Spot
41.969005,-87.660095,Mexican Restaurant,Mexican Restaurant,Food
41.971844,-87.679289,Breakfast Spot,Breakfast Spot,Food
41.909602,-87.676232,Bar,Bar,Nightlife Spot
41.966255,-87.688499,Train Station,Train Station,Travel & Transport
41.909735,-87.677572,Train Station,Train Station,Travel & Transport
41.886961,-87.623027,Sandwich Place,Sandwich Place,Food
41.933927,-87.645643,Record Shop,Record Shop,Shop & Service
41.878989,-87.630074,Hotel,Hotel,Travel & Transport
41.883183,-87.628282,Hotel,Hotel,Travel & Transport
41.888451,-87.629341,Wine Bar,Bar,Nightlife Spot
41.949938,-87.664194,Southern / Soul Food Restaurant,Southern / Soul Food Restaurant,Food
41.909048,-87.677422,Speakeasy,Bar,Nightlife Spot
41.867852,-87.642037,Sandwich Place,Sandwich Place,Food
41.922655,-87.697460,Bar,Bar,Nightlife Spot
41.925251,-87.701036,Cocktail Bar,Bar,Nightlife Spot
41.895934,-87.677850,Middle Eastern Restaurant,Middle Eastern Restaurant,Food
41.903213,-87.672599,Sushi Restaurant,Asian Restaurant,Food
41.915358,-87.687161,Bookstore,Bookstore,Shop & Service
41.939478,-87.700354,Burger Joint,Burger Joint,Food
41.935271,-87.646776,Pub,Bar,Nightlife Spot
41.910332,-87.662108,Grocery Store,Food & Drink Shop,Shop & Service
41.890861,-87.627327,Thai Restaurant,Asian Restaurant,Food
41.868882,-87.624496,Breakfast Spot,Breakfast Spot,Food
41.892087,-87.618628,Gastropub,Gastropub,Food
41.893085,-87.637900,Mexican Restaurant,Mexican Restaurant,Food
41.945408,-87.655408,German Restaurant,German Restaurant,Food
41.950873,-87.664075,Ice Cream Shop,Dessert Shop,Food
41.853391,-87.635051,Chinese Restaurant,Asian Restaurant,Food
41.769272,-87.616972,BBQ Joint,BBQ Joint,Food
41.929609,-87.643172,Breakfast Spot,Breakfast Spot,Food
41.946293,-87.649363,Mexican Restaurant,Mexican Restaurant,Food
41.939230,-87.644524,American Restaurant,American Restaurant,Food
41.948583,-87.649565,Grocery Store,Food & Drink Shop,Shop & Service
41.917634,-87.680428,Cuban Restaurant,Caribbean Restaurant,Food
41.891752,-87.647583,Caf,,
41.923524,-87.639153,Indian Restaurant,Indian Restaurant,Food
41.869620,-87.653636,Caf,,
41.932868,-87.640775,Italian Restaurant,Italian Restaurant,Food
41.889851,-87.629807,American Restaurant,American Restaurant,Food
41.944079,-87.664104,Bagel Shop,Bagel Shop,Food
41.947693,-87.657237,Fast Food Restaurant,Fast Food Restaurant,Food
41.912840,-87.638606,BBQ Joint,BBQ Joint,Food
41.893159,-87.634758,Nightclub,Nightclub,Nightlife Spot
41.943560,-87.671176,Bar,Bar,Nightlife Spot
41.943564,-87.678452,Bar,Bar,Nightlife Spot
41.893770,-87.635818,Sports Bar,Bar,Nightlife Spot
41.877901,-87.629485,Coffee Shop,Coffee Shop,Food
41.922901,-87.687471,BBQ Joint,BBQ Joint,Food
41.984631,-87.697425,Sushi Restaurant,Asian Restaurant,Food
41.929306,-87.642731,Mexican Restaurant,Mexican Restaurant,Food
41.888485,-87.635236,Building,Building,Professional & Other Places
41.891158,-87.619152,Movie Theater,Movie Theater,Arts & Entertainment
41.879911,-87.625972,Pub,Bar,Nightlife Spot
41.866830,-87.626131,Grocery Store,Food & Drink Shop,Shop & Service
41.871207,-87.627704,Gym,Athletics & Sports,Outdoors & Recreation
41.879540,-87.626160,Coffee Shop,Coffee Shop,Food
41.867413,-87.625914,Coffee Shop,Coffee Shop,Food
41.878194,-87.625910,Coffee Shop,Coffee Shop,Food
41.935394,-87.669544,Grocery Store,Food & Drink Shop,Shop & Service
41.868098,-87.638772,Grocery Store,Food & Drink Shop,Shop & Service
41.804120,-87.762347,Fast Food Restaurant,Fast Food Restaurant,Food
41.895777,-87.623048,Pizza Place,Pizza Place,Food
41.917831,-87.687281,Taco Place,Mexican Restaurant,Food
41.883943,-87.642792,New American Restaurant,American Restaurant,Food
41.894243,-87.676987,Bar,Bar,Nightlife Spot
41.884429,-87.643605,New American Restaurant,American Restaurant,Food
41.886336,-87.716732,Garden,Garden,Outdoors & Recreation
41.875143,-87.627563,Burger Joint,Burger Joint,Food
41.890873,-87.617447,Gourmet Shop,Food & Drink Shop,Shop & Service
41.879667,-87.624673,American Restaurant,American Restaurant,Food
41.960551,-87.683086,Bar,Bar,Nightlife Spot
41.964028,-87.685579,Pub,Bar,Nightlife Spot
41.929607,-87.648887,Sushi Restaurant,Asian Restaurant,Food
41.941529,-87.670122,Southern / Soul Food Restaurant,Southern / Soul Food Restaurant,Food
41.892753,-87.629746,French Restaurant,French Restaurant,Food
41.888528,-87.634079,Caf,,
41.963269,-87.673759,Pizza Place,Pizza Place,Food
41.995509,-87.660310,Bookstore,Bookstore,Shop & Service
41.889898,-87.633881,Sports Bar,Bar,Nightlife Spot
41.877550,-87.632189,Office,Office,Professional & Other Places
41.939729,-87.670146,Bar,Bar,Nightlife Spot
41.885945,-87.628123,Asian Restaurant,Asian Restaurant,Food
41.947420,-87.654787,Beer Garden,Bar,Nightlife Spot
41.946095,-87.655798,Bar,Bar,Nightlife Spot
41.945334,-87.655202,Bar,Bar,Nightlife Spot
41.946259,-87.655519,Bar,Bar,Nightlife Spot
41.903169,-87.679068,Sports Bar,Bar,Nightlife Spot
41.908378,-87.850059,Mexican Restaurant,Mexican Restaurant,Food
41.911437,-87.634975,Mall,,
41.887082,-87.624151,Coffee Shop,Coffee Shop,Food
41.889004,-87.634170,Food Court,Food Court,Food
41.899161,-87.627298,Wine Bar,Bar,Nightlife Spot
41.951074,-87.659871,New American Restaurant,American Restaurant,Food
41.885186,-87.621546,Office,Office,Professional & Other Places
41.885310,-87.635595,Sandwich Place,Sandwich Place,Food
41.881319,-87.624642,Gastropub,Gastropub,Food
41.881024,-87.638676,American Restaurant,American Restaurant,Food
41.913450,-87.677588,Clothing Store,Clothing Store,Shop & Service
41.889944,-87.636186,Sandwich Place,Sandwich Place,Food
41.953873,-87.655283,Train Station,Train Station,Travel & Transport
41.871715,-87.653260,Sandwich Place,Sandwich Place,Food
41.961611,-87.675433,Seafood Restaurant,Seafood Restaurant,Food
41.936222,-87.661500,Pub,Bar,Nightlife Spot
41.869400,-87.662970,Coffee Shop,Coffee Shop,Food
41.879571,-87.623659,Art Museum,Museum,Arts & Entertainment
41.948923,-87.654170,Sports Bar,Bar,Nightlife Spot
41.981880,-87.693606,Karaoke Bar,Bar,Nightlife Spot
41.893273,-87.620392,Bakery,Bakery,Food
41.935527,-87.654238,Bar,Bar,Nightlife Spot
41.954138,-87.676011,Bowling Alley,Bowling Alley,Arts & Entertainment
41.954184,-87.676373,American Restaurant,American Restaurant,Food
41.962731,-87.655596,Bar,Bar,Nightlife Spot
41.921045,-87.677841,American Restaurant,American Restaurant,Food
41.910543,-87.676728,Pizza Place,Pizza Place,Food
41.923999,-87.636676,French Restaurant,French Restaurant,Food
41.850698,-87.631935,Chinese Restaurant,Asian Restaurant,Food
41.961628,-87.676091,Coffee Shop,Coffee Shop,Food
41.961566,-87.675040,Bagel Shop,Bagel Shop,Food
41.947231,-87.664058,Coffee Shop,Coffee Shop,Food
41.961360,-87.683593,Coffee Shop,Coffee Shop,Food
41.869345,-87.664993,Middle Eastern Restaurant,Middle Eastern Restaurant,Food
41.869340,-87.663288,Sandwich Place,Sandwich Place,Food
41.869294,-87.664348,Hot Dog Joint,Hot Dog Joint,Food
41.950362,-87.643557,Tennis Court,Athletics & Sports,Outdoors & Recreation
41.964946,-87.672939,Church,Spiritual Center,Professional & Other Places
41.864785,-87.646542,Sushi Restaurant,Asian Restaurant,Food
41.864602,-87.646901,Coffee Shop,Coffee Shop,Food
41.884886,-87.626122,Hot Dog Joint,Hot Dog Joint,Food
41.888900,-87.634367,Sandwich Place,Sandwich Place,Food
41.882184,-87.630932,General College & University,General College & University,College & University
41.872105,-87.629158,Train Station,Train Station,Travel & Transport
41.876281,-87.625688,University,University,College & University
41.887295,-87.623734,Sandwich Place,Sandwich Place,Food
41.886593,-87.624088,Mediterranean Restaurant,Mediterranean Restaurant,Food
41.914110,-87.628949,Field,Field,Outdoors & Recreation
41.887777,-87.627274,Seafood Restaurant,Seafood Restaurant,Food
41.961537,-87.666260,Burrito Place,Mexican Restaurant,Food
41.961728,-87.666121,Italian Restaurant,Italian Restaurant,Food
41.886049,-87.623793,Coffee Shop,Coffee Shop,Food
41.885386,-87.624345,Ramen /  Noodle House,,
41.961451,-87.678389,Dive Bar,Bar,Nightlife Spot
41.974445,-87.668107,Tapas Restaurant,Spanish Restaurant,Food
41.898445,-87.636063,New American Restaurant,American Restaurant,Food
41.938113,-87.687704,Rock Club,Music Venue,Arts & Entertainment
41.893437,-87.631432,Hot Dog Joint,Hot Dog Joint,Food
41.896997,-87.625845,Hot Dog Joint,Hot Dog Joint,Food
41.882438,-87.624593,Italian Restaurant,Italian Restaurant,Food
41.898549,-87.625201,Steakhouse,Steakhouse,Food
41.979574,-87.668253,Cajun / Creole Restaurant,Cajun / Creole Restaurant,Food
41.976184,-87.668894,Falafel Restaurant,Falafel Restaurant,Food
41.979838,-87.674315,Breakfast Spot,Breakfast Spot,Food
41.966943,-87.687353,Sandwich Place,Sandwich Place,Food
41.977717,-87.668316,Mediterranean Restaurant,Mediterranean Restaurant,Food
41.868914,-87.639045,Bakery,Bakery,Food
41.869218,-87.662484,Italian Restaurant,Italian Restaurant,Food
41.965134,-87.673881,Pub,Bar,Nightlife Spot
41.961523,-87.669400,Mexican Restaurant,Mexican Restaurant,Food
41.882648,-87.626266,Middle Eastern Restaurant,Middle Eastern Restaurant,Food
41.874567,-87.639881,Pizza Place,Pizza Place,Food
41.881029,-87.629997,Auditorium,Auditorium,Professional & Other Places
41.885493,-87.626223,Bar,Bar,Nightlife Spot
41.894060,-87.622994,Caf,,
41.926388,-87.649870,Diner,Diner,Food
41.944688,-87.663929,Ice Cream Shop,Dessert Shop,Food
41.865779,-87.645099,Hot Dog Joint,Hot Dog Joint,Food
41.886736,-87.626384,American Restaurant,American Restaurant,Food
41.945442,-87.663850,General Entertainment,General Entertainment,Arts & Entertainment
41.758230,-87.619624,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurant,Food
41.957202,-87.727703,Pub,Bar,Nightlife Spot
41.875988,-87.626190,Ice Cream Shop,Dessert Shop,Food
41.883045,-87.626179,Breakfast Spot,Breakfast Spot,Food
41.950141,-87.727700,BBQ Joint,BBQ Joint,Food
41.983519,-87.658011,Mexican Restaurant,Mexican Restaurant,Food
41.976512,-87.668401,Scandinavian Restaurant,Scandinavian Restaurant,Food
41.941451,-87.668943,Coffee Shop,Coffee Shop,Food
41.946915,-87.657198,Taco Place,Mexican Restaurant,Food
41.942112,-87.670401,Music Store,Music Store,Shop & Service
41.893324,-87.625765,Hotel,Hotel,Travel & Transport
41.886352,-87.629091,Office,Office,Professional & Other Places
41.931714,-87.648929,Mexican Restaurant,Mexican Restaurant,Food
41.926932,-87.648853,Thai Restaurant,Asian Restaurant,Food
41.871420,-87.627669,Pizza Place,Pizza Place,Food
41.953836,-87.654657,Coffee Shop,Coffee Shop,Food
41.910581,-87.674814,Bookstore,Bookstore,Shop & Service
41.973033,-87.659768,Thai Restaurant,Asian Restaurant,Food
41.901787,-87.628479,Bar,Bar,Nightlife Spot
41.890394,-87.623413,Office,Office,Professional & Other Places
41.888485,-87.628344,Bowling Alley,Bowling Alley,Arts & Entertainment
41.915435,-87.685102,Latin American Restaurant,Latin American Restaurant,Food
41.876838,-87.633631,Pub,Bar,Nightlife Spot
41.940088,-87.644513,American Restaurant,American Restaurant,Food
41.917675,-87.687204,Taco Place,Mexican Restaurant,Food
41.942000,-87.644591,Coffee Shop,Coffee Shop,Food
41.893453,-87.626358,Mexican Restaurant,Mexican Restaurant,Food
41.896350,-87.656521,Sushi Restaurant,Asian Restaurant,Food
41.891028,-87.632865,Rock Club,Music Venue,Arts & Entertainment
41.893377,-87.628112,Italian Restaurant,Italian Restaurant,Food
41.947109,-87.673236,Middle Eastern Restaurant,Middle Eastern Restaurant,Food
41.885205,-87.661790,Rock Club,Music Venue,Arts & Entertainment
41.791384,-87.593691,Restaurant,Restaurant,Food
41.891573,-87.626078,Department Store,Department Store,Shop & Service
41.865346,-87.625861,Mexican Restaurant,Mexican Restaurant,Food
41.940110,-87.644304,Mexican Restaurant,Mexican Restaurant,Food
41.941075,-87.644270,Diner,Diner,Food
41.943141,-87.644624,Cupcake Shop,Dessert Shop,Food
41.942357,-87.670582,Bakery,Bakery,Food
41.883812,-87.627339,Department Store,Department Store,Shop & Service
41.882789,-87.628074,Department Store,Department Store,Shop & Service
41.882830,-87.652220,Southern / Soul Food Restaurant,Southern / Soul Food Restaurant,Food
41.886720,-87.648926,New American Restaurant,American Restaurant,Food
41.928891,-87.642402,Cupcake Shop,Dessert Shop,Food
41.929477,-87.642760,Snack Place,Snack Place,Food
41.928835,-87.642468,Seafood Restaurant,Seafood Restaurant,Food
41.881759,-87.639961,Thai Restaurant,Asian Restaurant,Food
41.917630,-87.687649,Ice Cream Shop,Dessert Shop,Food
41.953577,-87.654538,Thai Restaurant,Asian Restaurant,Food
41.925606,-87.658142,Library,Library,Professional & Other Places
41.879599,-87.635409,Sandwich Place,Sandwich Place,Food
41.879539,-87.619836,General Entertainment,General Entertainment,Arts & Entertainment
41.891642,-87.609051,Movie Theater,Movie Theater,Arts & Entertainment
41.897405,-87.628064,Hot Dog Joint,Hot Dog Joint,Food
41.891463,-87.608665,Fast Food Restaurant,Fast Food Restaurant,Food
41.952996,-87.649591,Mexican Restaurant,Mexican Restaurant,Food
41.889958,-87.628527,Bar,Bar,Nightlife Spot
41.816800,-87.613029,Coffee Shop,Coffee Shop,Food
41.875357,-87.627602,Indian Restaurant,Indian Restaurant,Food
41.877326,-87.639549,Indian Restaurant,Indian Restaurant,Food
41.896703,-87.618885,College Academic Building,College Academic Building,College & University
41.890784,-87.622040,Department Store,Department Store,Shop & Service
41.933868,-87.635062,Golf Course,Athletics & Sports,Outdoors & Recreation
41.932890,-87.641072,Fast Food Restaurant,Fast Food Restaurant,Food
41.893940,-87.623649,American Restaurant,American Restaurant,Food
41.894878,-87.629144,Grocery Store,Food & Drink Shop,Shop & Service
41.947205,-87.653891,Pizza Place,Pizza Place,Food
41.885688,-87.653443,Middle Eastern Restaurant,Middle Eastern Restaurant,Food
41.886784,-87.672361,Brewery,Brewery,Nightlife Spot
41.878902,-87.630088,Gift Shop,Gift Shop,Shop & Service
41.878252,-87.635433,Fast Food Restaurant,Fast Food Restaurant,Food
41.940262,-87.644253,Drugstore / Pharmacy,,
41.936092,-87.644309,Fried Chicken Joint,Fried Chicken Joint,Food
41.936223,-87.644279,Soup Place,Soup Place,Food
41.934011,-87.645769,French Restaurant,French Restaurant,Food
41.939876,-87.657229,Coffee Shop,Coffee Shop,Food
41.879808,-87.636941,Bakery,Bakery,Food
41.891692,-87.626160,Japanese Restaurant,Asian Restaurant,Food
41.939947,-87.650794,Coffee Shop,Coffee Shop,Food
41.877999,-87.642006,Diner,Diner,Food
41.942133,-87.644484,Candy Store,Candy Store,Shop & Service
41.911462,-87.634653,Mexican Restaurant,Mexican Restaurant,Food
41.910959,-87.635247,Italian Restaurant,Italian Restaurant,Food
41.911543,-87.634470,Pub,Bar,Nightlife Spot
41.881734,-87.633650,Nail Salon,Nail Salon,Shop & Service
41.881844,-87.633105,Italian Restaurant,Italian Restaurant,Food
41.908825,-87.634656,French Restaurant,French Restaurant,Food
41.910426,-87.634681,Bakery,Bakery,Food
41.932862,-87.639760,College Administrative Building,College Administrative Building,College & University
41.901494,-87.627854,American Restaurant,American Restaurant,Food
41.933351,-87.645528,Trade School,Trade School,College & University
41.937008,-87.647783,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.941293,-87.644598,Farmers Market,Food & Drink Shop,Shop & Service
41.910846,-87.652051,Clothing Store,Clothing Store,Shop & Service
41.909016,-87.653089,Grocery Store,Food & Drink Shop,Shop & Service
41.885588,-87.623292,Pizza Place,Pizza Place,Food
41.945232,-87.706560,College Lab,College Lab,College & University
41.946760,-87.646549,Grocery Store,Food & Drink Shop,Shop & Service
41.896555,-87.635573,Diner,Diner,Food
41.945122,-87.654963,Bar,Bar,Nightlife Spot
41.917748,-87.638671,Bar,Bar,Nightlife Spot
41.943245,-87.637682,Harbor / Marina,Harbor / Marina,Outdoors & Recreation
41.893461,-87.613091,Beach,Beach,Outdoors & Recreation
41.787905,-87.740700,Airport,Airport,Travel & Transport
41.857943,-87.624092,Bar,Bar,Nightlife Spot
41.926942,-87.641370,Bar,Bar,Nightlife Spot
41.888253,-87.630129,Hotel,Hotel,Travel & Transport
41.887710,-87.628734,American Restaurant,American Restaurant,Food
41.896161,-87.663784,American Restaurant,American Restaurant,Food
41.911334,-87.677630,American Restaurant,American Restaurant,Food
41.882744,-87.636850,Post Office,Post Office,Professional & Other Places
41.892566,-87.624807,Multiplex,Movie Theater,Arts & Entertainment
41.892502,-87.625837,Asian Restaurant,Asian Restaurant,Food
41.942408,-87.644533,Sushi Restaurant,Asian Restaurant,Food
41.936877,-87.644335,Clothing Store,Clothing Store,Shop & Service
41.879459,-87.634062,Fast Food Restaurant,Fast Food Restaurant,Food
41.894849,-87.631467,Hotel,Hotel,Travel & Transport
41.899061,-87.627182,Grocery Store,Food & Drink Shop,Shop & Service
41.900667,-87.627442,American Restaurant,American Restaurant,Food
41.934817,-87.653727,Bar,Bar,Nightlife Spot
41.937198,-87.644227,Burger Joint,Burger Joint,Food
41.900008,-87.627066,Clothing Store,Clothing Store,Shop & Service
41.918102,-87.653013,Bagel Shop,Bagel Shop,Food
41.918219,-87.653390,Tea Room,Tea Room,Food
41.932848,-87.644412,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.933125,-87.644463,Ramen /  Noodle House,,
41.925967,-87.661424,Gym,Athletics & Sports,Outdoors & Recreation
41.941624,-87.669173,Grocery Store,Food & Drink Shop,Shop & Service
41.893351,-87.626324,Grocery Store,Food & Drink Shop,Shop & Service
41.950014,-87.675592,Grocery Store,Food & Drink Shop,Shop & Service
41.936587,-87.644184,Ice Cream Shop,Dessert Shop,Food
41.937896,-87.644150,Bagel Shop,Bagel Shop,Food
41.937801,-87.644482,Diner,Diner,Food
41.854097,-87.633279,Plaza,Plaza,Outdoors & Recreation
41.939705,-87.671248,Ice Cream Shop,Dessert Shop,Food
41.900705,-87.624362,Italian Restaurant,Italian Restaurant,Food
41.913694,-87.677335,Dessert Shop,Dessert Shop,Food
41.885192,-87.635317,Sandwich Place,Sandwich Place,Food
41.880384,-87.637992,Coffee Shop,Coffee Shop,Food
41.939882,-87.651916,Sandwich Place,Sandwich Place,Food
41.910531,-87.670107,Karaoke Bar,Bar,Nightlife Spot
41.877737,-87.647177,Breakfast Spot,Breakfast Spot,Food
41.909937,-87.676890,Bookstore,Bookstore,Shop & Service
41.880696,-87.640595,Italian Restaurant,Italian Restaurant,Food
41.910098,-87.676786,Bar,Bar,Nightlife Spot
41.881476,-87.628184,Clothing Store,Clothing Store,Shop & Service
41.894032,-87.624189,Furniture / Home Store,Furniture / Home Store,Shop & Service
41.908921,-87.667658,New American Restaurant,American Restaurant,Food
41.885940,-87.628185,Hotel,Hotel,Travel & Transport
41.939680,-87.644367,Spa / Massage,,
41.921388,-87.665157,Multiplex,Movie Theater,Arts & Entertainment
41.873911,-87.626151,Sushi Restaurant,Asian Restaurant,Food
41.929741,-87.707462,Spanish Restaurant,Spanish Restaurant,Food
41.978118,-87.662739,Church,Spiritual Center,Professional & Other Places
41.891859,-87.625524,Seafood Restaurant,Seafood Restaurant,Food
